TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
9443323,9443323.01,,,,,,,,,PC,,12.1957,0.006,68.846509,56.868269,-10.883,0.072,11.862,0.064,2458818.026616,,4.013456,,8.347771,,7659.1,,3.9232000000000005,,,,.253,,.08574,,,,15.509751029188553,,,,,,,,,,,,,,,,,,,,515.59,12.4805,5679,165.385,4.07294,.08575,1.53012,.0837362,2021-02-08 16:07:01,olmschenk,,93939,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
9567278,9567278.01,,,,,,,,,PC,,13.332,0.008,259.126274,30.224572,4.556,0.026,17.838,0.034,2458985.29944197,.00506968,3.37858548,0.00094536,34.08972,17.468119,30910,15960,2.757,0.179,,,.327,.203,.164,.00959,10.35,1.08,17.81,4.6,,,,,,,,,,,,,,,,,,,561.056,5.7245,5373.93,134.12,4.40719,,.999268,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,NotCM?. Rp=(0.83-2.36)Rj. b=0.00-0.66 (3-97HDI)."
9570501,9570501.01,,,,,,,,,PC,,12.1434,0.007,259.232245,34.318149,-2.508,0.034,-7.955,0.037,2458982.9826,.0095,1.73261,0.00056,1.076498,,991,,0.187,0.016,85.072,1.154,.251,.206,.022,.003,2.922,.181,6.312,1.377,,,,,,,.157,.051,,,,,,,,,,,983.929,19.983,5930,120.922,3.66202,.0792102,2.53943,.129836,2022-10-20 09:02:36,montalto,,420939,"new CTOI, Montalto (2022)"
9632592,9632592.01,,,,,,,,,PC,,15.0179,0.007,357.198721,-7.86344,89.764,0.161,18.415,0.12,2458355.370710833,.06015835384596355,4.992112249368438,0.0428750436457772,21.537671,0.619032,19641.471067916376,569.9869127273224,1.4656857958351572,,,,.5511440700525534,.05124558171521615,.15724093688999982,.004623457568015897,29.796545310152972,1.2496241292282013,4.272192872965388,.1256180665239448,,,,,,,,,.034505806704614166,.001447123759071408,,,,,,,,,99.4005,.8364,3225,157,4.98753,.0129893,.249089,.00777591,2021-04-06 14:55:06,feliz,,95997,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
9707944,9707944.01,,,,,,,,,PC,,10.6939,0.007,358.005905,-9.349538,48.456,0.085,-25.363,0.078,2459107.485,.005,19.7357,0.0004,1.455862,0.228029,1340,210,5.09,0.38,,,,,,,,,4.1,.4,,,,,,,,,,,,,,,,,,,209.632,3.53,5985,127.829,4.44957,.0781593,1.03501,.0511357,2022-01-23 23:57:13,eisner,,107460,"PHT candidate. Two transits in sector 2, one in 29 and 1 in 42."
9729503,9729503.01,,,,,,,,,PC,,11.0696,0.007,260.164296,34.148637,-10.249,0.033,-11,0.046,2458979.2116,.0134,5.52794,0.00215,0.558212,,514,,0.223,0.038,72.213,6.064,.948,.015,.026,.01,3.104,2.592,6.622,3.205,,,,,,,.019,.135,,,,,,,,,,,429.541,4.4585,5230,122,,,2.30563,,2022-10-20 09:02:36,montalto,,420937,"new CTOI, Montalto (2022)"
9881031,9881031.01,,,,,,,,,PC,,10.8719,0.006,110.49128,39.281303,10.455,0.073,-15.971,0.071,2458842.3505,.0057,1.37276,0.00049,0.576679,,531,,0.146,0.01,81.825,2.418,.399,.123,.021,.002,2.809,.132,2.953,.481,,,,,,,.222,.084,,,,,,,,,,,293.441,3.4605,6293,130.852,4.34256,.0859364,1.23946,.0556985,2022-10-20 09:03:27,montalto,,421010,"new CTOI, Montalto (2022)"
9907513,9907513.01,5590.01,,,,,,,,PC,,11.9639,0.006,110.689677,37.667511,-22.895,0.068,-43.138,0.062,2458843.63616,.0012205,1.2736135,0.0001245,1.266272,0.042127,1165.6,38.8,1.055,0.076,,,.76,.075,,,,,2.733,.292,,,419.8,,1153,,,,.02098,,,,,,,,,,136.242,.882,4216.67,132.921,4.47894,.117494,.775062,.077103,2021-10-31 16:41:29,spencer,,101291,"From Sector 20 SPOC FFIs"
9949865,9949865.01,,,,,,,,,PC,,12.1322,0.006,70.81504,54.838724,15.951,0.049,-2.696,0.048,2458815.8031,.0123,0.66873,0.00056,0.99825,,919,,0.119,0.014,71.851,4.386,.5,.086,.025,.004,1.604,.214,4.361,1.094,,,,,,,.174,.066,,,,,,,,,,,534.501,10.299,6167.38,138.741,4.14733,.109616,1.51557,.133387,2022-10-20 09:04:15,montalto,,421189,"new CTOI, Montalto (2022)"
9989136,9989136.01,5734.01,,,,,,,,PC,,8.5446,0.006,111.255818,37.231122,-27.643,0.102,14.349,0.083,2458848.68233,.01665,6.188133,0.006877,0.850356,0.023235,782.9,21.4,2.777,0.178,,,.183,.183,,,,,1.996,.1,,,60.98,,712,,,,.05999,,,,,,,,,,32.5102,.078,4645,128.105,4.62487,.0969687,.693766,.0532161,2021-10-30 14:55:06,spencer,,101274,"From Sector 20 SPOC FFIs; good potential Level 1 planet"
10075332,10075332.01,,,,,,,,,PC,,14.237,0.008,173.75587,38.873702,-51.393,0.048,1.932,0.077,2458898.8996,.0034,0.90094,0.00019,12.326585,,11289,,0.047,0.005,78.775,1.306,.848,.016,.112,0,4.354,.524,8.045,.563,,,,,,,1.926,.983,,,,,,,,,,,290.135,3.4785,3688,157,4.6031,.012295,.657974,.0199658,2022-10-20 09:04:55,montalto,,421522,"new CTOI, Montalto (2022)"
10697188,10697188.01,,,,,,,,,PC,,9.38696,0.006,29.025266,60.580447,87.044,0.024,-47.837,0.043,2458794.73,,5.44,,1.408418,,1296.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.469,.423,5920,130.871,4.41811,.0791326,1.0624,.0505126,2021-04-12 13:44:41,chiarello,,96244,"Camera 2, CCD 1, Column 2051, Row 1597, Sector 18, Mission TESS"
10697190,10697190.01,,,,,,,,,PC,,8.72959,0.006,29.030078,60.580766,88.812,0.025,-47.225,0.046,2458794.73,,5.44,0.2,1.408418,,1296.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.667,.4565,6112,136.469,4.22111,.0838895,1.37786,.062412,2021-04-12 13:56:15,chiarello,,96245,"Camera 2, CCD 1, Column 2051, Row 1597, Sector 18, Mission TESS"
10747470,10747470.01,,,,,,,,,PC,,9.72577,0.006,212.252809,51.086496,-31.582,0.034,17.487,0.037,2458739.4155,,1.977093,0.000238,0.292863,0.022041,269.7,20.3,2.067,0.107,,,,,,,,,3.78,.14,,,4457,,2082,,,,.0342,,,,,,,,,,275.69,2.103,6176.61,129.695,3.90825,.0859421,1.99917,.0960829,2020-01-02 17:30:45,damboiu,,8505,"Short period Neptune around a subgiant, low s2n"
10934226,10934226.01,,,,,,,,,PC,,12.872,0.007,42.793257,-1.338135,-12.405,0.081,-51.173,0.08,2458410.991922399,.051655842243803804,4.803357952447085,0.05045388970526555,2.830303,0.081027,2603.410872837726,74.62586432494315,1.249833882077343,,,,.5251712525190454,.20142790284504275,.05017246189677565,.005041445961110493,22.198020907579345,1.0646676472283163,2.144324215810467,.21546669723623513,,,,,,,,,.04043713122840706,.0019394569247797675,,,,,,,,,72.2218,.24465,3496,157,4.8342,.00292877,.391827,.0117338,2021-04-06 14:57:03,feliz,,96006,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
11085362,11085362.01,,,,,,,,,PC,,14.426,0.007,72.601512,-2.15424,-6.123,0.096,-35.363,0.066,2458436.6345,.0023,2.04584,0.00029,23.692244,,21585,,0.059,0.004,82.194,.367,1.095,.005,.315,0,8.064,.418,22.627,1.584,,,,,,,2.371,.6,,,,,,,,,,,324.992,5.5945,3821,157,4.60273,.0132659,.658428,.0209947,2022-10-20 09:04:55,montalto,,421504,"new CTOI, Montalto (2022)"
11356662,11356662.01,,,,,,,,,PC,,10.0162,0.006,85.072833,-4.384661,-7.255,0.066,-40.889,0.064,2458467.2741,.0055,3.24887,0.00117,0.768973,,708,,0.133,0.014,87.8,.63,.29,.15,.023,.002,7.64,.34,2.84,.42,,,,,,,.8,.18,,,,,,,,,,,162.166,1.2725,5850,134.214,4.35408,.079021,1.13194,.0553015,2020-08-10 07:20:18,montalto,,29308,"new CTOI, Montalto et al. (2020)"
11435037,11435037.01,,,,,,,,,PC,,9.5197,0.006,30.242486,60.637782,-9.087,0.028,-3.205,0.06,2458791.08,,0.53,0.8,0.062551,,57.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.175,.5875,6206,352.655,4.48509,.108928,1.03469,.0459572,2021-04-23 13:29:39,chiarello,,96567,"Camera 2, CCD 1, Column 1957, Row 1636, Sector 18"
11521555,11521555.01,2401.01,,,,,,,,PC,,9.0982,0.007,146.44726,-25.457737,-6.196,0.07,-7.534,0.071,2458515.692,.0047,5.86703,0.00077,2.787403,,2564,,0.17,0.007,80.12,1.48,.93,.01,.053,.007,5.42,.84,17.91,3.13,,,,,,,.09,.04,,,,,,,,,,,323.506,3.9455,6294,132.523,3.54625,.0862888,3.09644,.144573,2020-08-10 07:20:18,montalto,,29323,"new CTOI, Montalto et al. (2020)"
11755687,11755687.01,,,,,,,,,PC,,12.4821,0.006,90.643666,-0.57711,5.933,0.042,-40.68,0.043,2458468.685603,,3.052498,,17.061171,,15591.1,,2.3077,,,,.712,,.12369,,,,13.637709588652173,,,,,,,,,,,,,,,,,,,,363.66,3.033,5370,140.501,4.43994,.0820357,.962287,.0543518,2021-02-08 16:07:01,olmschenk,,93940,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
11835032,11835032.01,,,,,,,,,PC,,12.1486,0.007,102.897566,54.432135,-0.321,0.059,-20.542,0.05,2458837.2094,.0043,5.38192,0.00128,2.087705,,1921,,0.13,0.029,89.568,0,.102,.272,.041,.007,13.599,2.688,4.422,1.082,,,,,,,1.644,.933,,,,,,,,,,,337.705,5.155,5556,115.41,4.45593,.078344,.969799,.0482362,2022-10-20 09:04:15,montalto,,421186,"new CTOI, Montalto (2022)"
11972578,11972578.01,,,,,,,,,PC,,13.2545,0.007,146.384871,-30.258829,-89.52,2,-58.46,2,2458542.7002,.0225,5.89524,0.00822,5.762065,,5293,,0.075,0.013,86.485,.892,.897,.058,.071,.021,14.63,5.755,4.209,1.532,,,,,,,1.697,3.921,,,,,,,,,,,187.7046,,3629,157,4.70009,.0300245,.542879,.0372371,2022-10-20 09:02:36,montalto,,420767,"new CTOI, Montalto (2022)"
12011437,12011437.01,,,,,,,,,PC,,12.038,0.006,146.644121,-32.795242,-3.464,0.051,-18.485,0.069,2458542.7187,.0081,2.43269,0.00131,4.769241,,4383,,0.11,0.006,89.57,.14,.06,.22,.052,.011,7.38,.34,6.58,1.76,,,,,,,1.29,.28,,,,,,,,,,,387.663,5.684,5732,134.684,4.31833,.0826397,1.15923,.0610804,2020-08-10 07:20:18,montalto,,29448,"new CTOI, Montalto et al. (2020)"
12090836,12090836.01,,,,,,,,,PC,,12.4733,0.012,91.465705,-2.67652,1.833,0.07,-2.471,0.074,2458470.350212,,3.19722,,11.727828,,10743.6,,3.7402999999999995,,,,.295,,.0987,,,,17.70796527512367,,,,,,,,,,,,,,,,,,,,680.471,20.783,6467.28,134.725,4.19821,.096493,1.51431,.0908191,2021-02-08 16:07:01,olmschenk,,93941,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
12470221,12470221.01,,,,,,,,,PC,,14.0459,0.007,3.334549,-26.169142,11.16,0.077,-44.009,0.046,2458354.8782,.0008,1.83517,0.00009,52.289395,,47019,,0.083,0.002,86.406,.32,.486,.026,.204,0,7.75,.191,14.141,3.563,,,,,,,2.614,.317,,,,,,,,,,,266.233,2.632,4070,122,4.63875,,.634965,,2022-10-20 09:04:55,montalto,,421493,"new CTOI, Montalto (2022)"
12631674,12631674.01,,,,,,,,,PC,,11.1754,0.006,53.161433,-7.247842,-26.146,0.148,-0.66,0.151,2459168.112,.002,,,1.988717,0.130296,1830,120,2.28,0.024,,,,,,,,,4.612,.149,,,,,,,,,,,,,,,,,,,162.543,3.551,4824,134.242,4.34312,.0937192,.986457,.0725226,2021-02-02 05:04:51,steuer,,93778,"Found with our in-house single transit finder; Sector 31"
13072758,13072758.01,,,,,,,,,PC,,12.224,0.007,76.088398,-29.034181,5.254,0.036,6.585,0.038,2458455.59453,.0055,,,8.283111,0.358352,7600,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.877,9.4625,6313,120.949,4.21991,.0878122,1.43149,.0664522,2020-12-21 12:07:37,brahm,,92662,"WINE single transit"
13073396,13073396.01,,,,,,,,,PC,,13.1159,0.007,348.068661,-27.352971,233.589,0.069,-43.07,0.068,2458374.1524,.0049,,,14.584529,2.163355,13343.03,1990.54,2.27,0.58,,,,,,,,,4.83,.35,,,,,,,,,,,,,,,,,,,73.39,.275,3431,157,4.84276,.00251713,.382623,.0116209,2021-06-08 09:44:01,steuer,,97559,"Found with our in-house single transit finder"
13087524,13087524.01,,,,,,,,,PC,,12.1693,0.006,36.095495,60.603586,90.512,0.031,-74.238,0.061,2458785.0912,.014,5.90822,0.00413,3.144498,,2892,,0.111,0.011,89.587,0,.127,.208,.05,.005,17.663,0,4.601,1.022,,,,,,,2.985,.568,,,,,,,,,,,123.04,.565,3776,124.084,4.34436,.145124,.842469,.103473,2022-10-20 09:04:15,montalto,,421226,"new CTOI, Montalto (2022)"
13093071,13093071.01,,,,,,,,,PC,,11.5758,0.006,76.192443,-26.859155,-9.974,0.038,28.924,0.049,2458462.62092,.001,,,21.381005,0.543004,19500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.778,.9815,5217.13,115.4,4.5901,.0836357,.791468,.04299,2020-12-21 12:09:45,brahm,,92664,"WINE single transit"
13337783,13337783.01,,,,,,,,,PC,,11.503,0.017,305.265861,39.297971,3.095,0.047,14.569,0.051,2458682.9709,.0072,1.20817,0.00028,1.386284,,1276,,0.141,0.01,59.036,9.582,.844,.052,.035,.007,1.64,.456,6.11,1.566,,,,,,,.057,.052,,,,,,,,,,,515.794,7.5085,6748,161.275,4.22076,.0896571,1.54111,.0681005,2022-10-20 09:03:27,montalto,,421012,"new CTOI, Montalto (2022)"
13344668,13344668.01,,,,,,,,,PC,,12.673,0.006,78.719795,-29.729662,4.018,0.02,68.688,0.025,2458445.05,.1,,,33.070664,0.543004,30000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.809,.5095,4469,132.265,4.59352,.0955623,.700056,.0590402,2020-12-21 12:12:29,brahm,,92666,"WINE single transit"
13416465,13416465.01,,,,,,,,,PC,,14.02,0.069,305.41041,40.653186,-3.208,0.039,-5.474,0.045,2458688.66547,.11115,5.57761,0.05557,89.668086,,79269,,3.5,0.1,84.2,.9,1,.155,.282,.113,,,57.8,23.1,,,,,,,,,.086,.0006,,,,,,,,,1811.3,77.73,10489,131,3.85383,,3.22554,,2021-09-07 08:21:56,nardiello,,99696,"new CTOI likely member of NGC 6910, PATHOS-44 in Nardiello et al. (2021)"
13470446,13470446.01,,,,,,,,,PC,,7.06159,0.006,320.148688,28.833098,-6.11,0.074,6.79,0.085,2458706.0022,.0096,6.17183,0.00282,0.288844,,266,,0.358,0.051,61.427,10.487,.954,.01,.021,.005,1.995,1.67,7.801,2.454,,,,,,,.004,.012,,,,,,,,,,,138.663,.9225,6439.52,110.554,3.52949,.0895158,3.24909,.152729,2022-10-20 09:02:36,montalto,,420876,"new CTOI, Montalto (2022)"
13574905,13574905.01,,,,,,,,,PC,,10.3041,0.009,320.520434,24.743407,-11.71,0.067,-11.491,0.086,2458710.7338,.0183,2.19824,0.00254,0.453933,,418,,0.14,0.019,59.667,6.894,.951,.01,.023,0,1.883,.786,7.706,.658,,,,,,,.026,.048,,,,,,,,,,,536.74,15.4005,6464,129.389,3.61559,.0914514,2.95037,.150088,2022-10-20 09:02:36,montalto,,420850,"new CTOI, Montalto (2022)"
13737885,13737885.01,3382.01,,,,,,,,PC,,11.5546,0.007,133.755772,-9.1652,0.098,0.062,-6.967,0.065,2458516.8579,.0024,4.46605,0.00075,4.432324,,4074,,0.22,0.009,85.61,1.22,.47,.1,.063,.008,6.16,.28,14.86,2.64,,,,,,,.22,.06,,,,,,,,,,,713.283,19.7345,6329,118.732,3.8661,.0879141,2.15993,.107136,2020-08-10 07:20:18,montalto,,29382,"new CTOI, Montalto et al. (2020)"
13866376,13866376.01,,,,,,,,,PC,,11.6154,0.036,305.685789,40.501474,-3.457,0.043,-6.098,0.039,2458686.47603,.0054,9.39725,0.00313,6.076466,,5581,,4.2,0.2,84.2,.2,.934,.025,.075,.01,,,30.1,4.1,,,,,,,,,.1575,.0018,,,,,,,,,1680.59,76.775,9976,125,,,10.62,,2021-09-07 08:21:56,nardiello,,99697,"new CTOI likely member of NGC 6910, PATHOS-45 in Nardiello et al. (2021)"
13870815,13870815.01,,,,,,,,,PC,,12.0028,0.015,305.610068,41.477937,14.972,0.049,0.325,0.053,2458682.4874,.0091,4.51396,0.00116,1.43738,,1323,,0.102,0.013,83.813,1.726,.866,.035,.038,0,8.033,2.733,7.347,.527,,,,,,,.482,.902,,,,,,,,,,,615.779,11.638,6143,162.372,4.04309,.0898281,1.69713,.087701,2022-10-20 09:03:27,montalto,,421036,"new CTOI, Montalto (2022)"
13875852,13875852.01,,,,,,,,,PC,,13.9693,0.038,305.760367,40.981787,-3.022,0.041,-5.384,0.037,2458684.09956,.00513,8.32997,0.00144,72.826992,,64876,,3.9,0.1,85.7,.7,.977,.155,.255,.115,,,50.9,22.9,,,,,,,,,.111,.0003,,,,,,,,,1636.2,65.16,7990,124,3.57117,,3.769,,2021-09-07 08:21:56,nardiello,,99698,"new CTOI likely member of NGC 6910, PATHOS-46 in Nardiello et al. (2021)"
14030804,14030804.01,,,,,,,,,PC,,14.3157,0.006,76.482956,-41.574101,7.189,0.039,2.099,0.056,2458410.483,.0035,0.5253,0.00012,4.020315,,3696,,0.041,0,79.791,0,.623,0,.059,0,3.516,0,4.302,1.031,,,,,,,2.98,0,,,,,,,,,,,307.669,2.2835,4018,122,4.58743,,.668326,,2022-10-20 09:04:55,montalto,,421481,"new CTOI, Montalto (2022)"
14173089,14173089.01,,,,,,,,,PC,,13.988,0.006,78.1284,-36.39802,0.763,0.029,3.236,0.034,2458441.471462,,4.075562,,4.034918,,3709.4,,3.1126999999999994,,,,.002,,.05684,,,,7.53747072845802,,,,,,,,,,,,,,,,,,,,1078.61,21.12,6111,123,4.39005,,1.13334,,2021-02-08 16:07:01,olmschenk,,93942,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
14247181,14247181.01,,,,,,,,,PC,,12.4086,0.009,104.226072,58.207396,0.791,0.052,-11.219,0.042,2458842.0619,.0148,2.8865,0.00263,1.471083,,1354,,0.128,0.028,63.491,3.593,1.056,.004,.106,0,2.365,.476,21.327,1.551,,,,,,,.03,.028,,,,,,,,,,,848.62,24.9645,6362.66,102.822,4.04245,.0841002,1.77709,.085794,2022-10-20 09:04:15,montalto,,421211,"new CTOI, Montalto (2022)"
14440176,14440176.01,,,,,,,,,PC,,11.7702,0.006,132.428418,54.406213,-43.634,0.05,-7.465,0.04,2458842.92293,.004872,6.8606105,0.0046125,1.882125,0.036373,1732,33.5,2.783,0.035,,,.465,.09,,,,,3.475,.22,,,106.1,,818,,,,.0672,,,,,,,,,,211.297,1.403,5106.61,124.31,4.51655,.0846768,.846258,.0516508,2021-10-31 16:06:04,spencer,,101288,"From Sector 20 SPOC FFIs"
14611330,14611330.01,,,,,,,,,PC,,8.57805,0.006,111.482632,14.086301,-5.943,0.077,-19.614,0.066,2459220.1427,.0167,,,1.384142,0.002117,1274.03,1.95,4.6,3.98,,,,,,,,,9.05,.01,,,,,,,,,,,,,,,,,,,287.512,3.414,8406,132.731,4.02604,.071532,2.31875,.072201,2021-03-11 01:29:05,steuer,,95052,"Found with our in-house single transit finder"
14739595,14739595.01,,,,,,,,,PC,,13.8998,0.007,306.347334,40.515664,22.79,0.038,-16.824,0.036,2458683.2503,.0065,1.47598,0.00031,5.317909,,4886,,0.068,0.01,83.268,1.976,.67,.079,.068,0,5.714,.874,3.994,.28,,,,,,,1.62,1.531,,,,,,,,,,,191.058,.809,3791,157,4.70417,.00936841,.538173,.0160345,2022-10-20 09:03:27,montalto,,421023,"new CTOI, Montalto (2022)"
14857559,14857559.01,,,,,,,,,PC,,14.0024,0.007,118.508655,30.254029,-7.502,0.101,-15.807,0.054,2458841.488,.0071,5.23636,0.0021,11.890714,,10892,,0.153,0.016,86.821,.711,.568,.079,.099,0,10.25,.791,10.083,1.729,,,,,,,.743,.389,,,,,,,,,,,368.779,9.644,4025,122,4.29731,,.933358,,2022-10-20 09:04:55,montalto,,421518,"new CTOI, Montalto (2022)"
14960758,14960758.01,,,,,,,,,PC,,10.6533,0.006,306.568034,36.914236,12.713,0.038,-23.616,0.043,2458681.5695,.0035,2.61929,0.00026,1.286273,,1184,,0.19,0.009,74.06,4.722,.801,.022,.041,.016,2.916,.646,7.009,3.29,,,,,,,.068,.058,,,,,,,,,,,315.14,2.6235,6134.91,106.379,4.11875,.0846808,1.55623,.0753718,2022-10-20 09:03:27,montalto,,420972,"new CTOI, Montalto (2022)"
15141830,15141830.01,,,,,,,,,PC,,11.1257,0.012,306.758353,39.890357,0.725,0.047,7.508,0.043,2458682.2315,.0091,3.82962,0.0011,0.895015,,824,,0.175,0.022,64.433,2.383,.993,.002,.046,0,2.3,.275,17.842,1.637,,,,,,,.016,.009,,,,,,,,,,,678.382,11.193,5304.08,18.41,,,3.50781,,2022-10-20 09:03:27,montalto,,421018,"new CTOI, Montalto (2022)"
16249522,16249522.01,,,,,,,,,PC,,12.1321,0.006,228.771686,31.807317,-16.093,0.027,4.704,0.031,2458948.6102,.0059,8.27749,0.00217,2.34011,,2153,,0.263,0.02,83.245,1.609,.798,.03,.047,0,6.784,1.235,9.389,.739,,,,,,,.086,.072,,,,,,,,,,,613.106,8.061,5403.15,140.499,3.86322,.091699,1.87926,.119854,2022-10-20 09:02:36,montalto,,420910,"new CTOI, Montalto (2022)"
16271601,16271601.01,,,,,,,,,PC,,11.9189,0.007,228.988211,33.101502,-79.684,0.1,4.678,0.119,2459714.213,.002,,,144.979867,5.442298,125000,5000,0.9,0.2,,,,,,,,,17,.5,,,,,,,,,,,,,,,,,,,49.5468,.19255,3318,157,4.78645,.00576339,.444462,.0131585,2022-07-28 07:54:52,wzhou,,418101,"Single transit event from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html"
16312021,16312021.01,,,,,,,,,PC,,8.58558,0.006,307.45061,41.722761,28.725,0.047,20.631,0.049,2458680.779,.0262,3.17859,0.00249,0.267124,,246,,0.18,0.025,64.29,9.525,.942,.009,.018,.004,2.171,1.61,2.965,.867,,,,,,,.019,.131,,,,,,,,,,,131.531,.5565,6563,126.028,4.24099,.0908116,1.46376,.0611659,2022-10-20 09:03:27,montalto,,421041,"new CTOI, Montalto (2022)"
16317477,16317477.01,,,,,,,,,PC,,13.0157,0.025,307.521202,41.038855,-3.942,0.026,-9.363,0.028,2458686.2385056,.00301538,3.0201199,0.00081437,20.097262,12.887876,18340,11800,1.995,0.254,,,.59,.305,.14617,.03868,11.05,2.83,21.18,6.82,,,,,,,,,,,,,,,,,,,751.629,9.049501,5863,122,4.17638,,1.39155,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,NotCM?,2.8e+07yr. Wrn: mean(R)=1.130. Rp=(0.75-2.96)Rj. b=0.06-1.02 (3-97HDI)."
16326602,16326602.01,,,,,,,,,PC,,12.8855,0.01,116.042586,12.35313,-118.8,2,-64.96,2,2458507.2485,.0215,,,16.215133,2.113955,14823.72,1945.13,3.73,1.51,,,,,,,,,3.84,.24,,,,,,,,,,,,,,,,,,,69.69933,,3200,157,4.93848,.00399292,.288643,.01024,2021-04-22 08:16:33,steuer,,96545,"Found with our in-house single transit finder"
16478898,16478898.01,,,,,,,,,PC,,12.2008,0.007,102.015432,35.99759,1.008,0.073,-11.407,0.061,2458840.68,.0079,2.3011,0.00106,1.863636,,1715,,0.115,0.016,67.764,2.696,.974,.005,.055,0,2.575,.402,10.099,.817,,,,,,,.061,.032,,,,,,,,,,,653.091,19.4925,6166.84,139.753,4.09396,.0906598,1.61435,.0953567,2022-10-20 09:03:27,montalto,,420958,"new CTOI, Montalto (2022)"
16651258,16651258.01,,,,,,,,,PC,,12.3686,0.006,106.537324,36.052378,4.525,0.09,-7.753,0.067,2458836.8655,.0057,8.20176,0.00262,12.023543,,11013,,0.101,0.008,88.243,.37,.685,.052,.103,0,22.33,3.308,23.77,2.361,,,,,,,3.131,1.674,,,,,,,,,,,889.256,46.7805,6020,126.35,3.8636,.0911018,2.04125,.140615,2022-10-20 09:03:27,montalto,,420959,"new CTOI, Montalto (2022)"
16725913,16725913.01,,,,,,,,,PC,,11.2225,0.013,307.672312,41.078719,11.776,0.043,-10.334,0.046,2458679.0283,.0073,4.95609,0.00111,1.894089,,1743,,0.103,0.011,79.474,.706,1.024,.002,.088,0,5.606,.445,20.001,1.335,,,,,,,.136,.052,,,,,,,,,,,560.28,8.096,6421,155.303,3.94373,.0905633,2.0066,.0984799,2022-10-20 09:03:27,montalto,,421031,"new CTOI, Montalto (2022)"
16769119,16769119.01,,,,,,,,,PC,,11.8846,0.009,122.481624,37.623175,-1.444,0.063,1.363,0.046,2458840.5734,.0084,3.02851,0.00147,0.969996,,893,,0.182,0.006,85.597,1.646,.386,.167,.027,.003,5.028,.285,5.264,1.009,,,,,,,.262,.085,,,,,,,,,,,666.869,17.5375,6312.93,172.768,4.03709,.102908,1.76685,.115418,2022-10-20 09:03:27,montalto,,420982,"new CTOI, Montalto (2022)"
16842739,16842739.01,,,,,,,,,PC,,11.9392,0.007,307.827339,37.102565,-10.971,0.044,-39.29,0.051,2458683.1749,.0068,1.69735,0.00037,1.767931,,1627,,0.163,0.018,68.881,8.088,.8,.046,.043,.009,2.219,.625,6.91,1.897,,,,,,,.072,.063,,,,,,,,,,,490.193,7.697,7220,139.81,4.38626,.0871648,1.35101,.0545428,2022-10-20 09:03:27,montalto,,420978,"new CTOI, Montalto (2022)"
16999099,16999099.01,,,,,,,,,PC,,11.7667,0.008,235.281963,29.897059,4.734,0.031,-15.206,0.041,2458955.0643,.0082,0.88373,0.00046,2.419543,,2226,,0.098,0.012,31.186,14.852,.961,.134,.038,.01,1.124,.441,7.479,2.561,,,,,,,.034,.05,,,,,,,,,,,526.213,6.824,5676.21,136.233,3.96414,.0857693,1.73429,.10054,2022-10-20 09:02:36,montalto,,420889,"new CTOI, Montalto (2022)"
