HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457282.88819,2015-09-17.3894785,be,1.44,15.233,11.762,0.009,75.740,0.650,V
2457283.87814,2015-09-18.3794207,be,1.55,15.225,11.775,0.009,74.825,0.650,V
2457283.87909,2015-09-18.3803744,be,1.54,15.208,11.782,0.009,74.339,0.663,V
2457283.88004,2015-09-18.3813263,be,1.50,15.227,11.786,0.009,74.010,0.649,V
2457284.88183,2015-09-19.3831093,be,2.24,15.185,11.755,0.010,76.160,0.689,V
2457284.88277,2015-09-19.38405,be,2.21,15.177,11.746,0.010,76.850,0.687,V
2457284.88372,2015-09-19.3850020,be,2.22,15.188,11.744,0.010,77.015,0.683,V
2457291.87828,2015-09-26.3795136,be,1.50,15.423,11.777,0.008,74.670,0.554,V
2457291.87955,2015-09-26.3807884,be,1.46,15.402,11.764,0.008,75.547,0.563,V
2457291.88086,2015-09-26.3821003,be,1.45,15.400,11.766,0.008,75.457,0.564,V
2457292.86451,2015-09-27.3657429,be,1.57,15.284,11.737,0.009,77.442,0.635,V
2457292.86579,2015-09-27.3670204,be,1.62,15.291,11.741,0.009,77.145,0.636,V
2457299.84863,2015-10-04.3497996,be,1.47,14.861,11.741,0.012,77.203,0.906,V
2457299.84998,2015-10-04.3511482,be,1.48,14.873,11.760,0.013,75.846,0.910,V
2457299.85138,2015-10-04.3525496,be,1.45,14.850,11.758,0.014,76.028,0.927,V
2457303.85819,2015-10-08.3593087,be,1.46,14.973,11.742,0.011,77.106,0.812,V
2457303.85947,2015-10-08.3605884,be,1.45,14.684,11.725,0.015,78.296,1.081,V
2457303.86075,2015-10-08.3618677,be,1.45,15.100,11.753,0.011,76.280,0.741,V
2457304.82100,2015-10-09.3221114,be,1.56,15.368,11.762,0.009,75.682,0.587,V
2457304.82231,2015-10-09.3234209,be,1.54,15.329,11.754,0.008,76.284,0.592,V
2457304.82361,2015-10-09.3247194,be,1.61,15.213,11.746,0.009,76.852,0.665,V
2457311.81242,2015-10-16.3134350,be,1.67,15.408,11.742,0.007,77.139,0.552,V
2457311.81369,2015-10-16.3147112,be,1.70,15.420,11.767,0.008,75.399,0.549,V
2457311.81498,2015-10-16.3159994,be,1.74,15.403,11.744,0.008,76.946,0.572,V
2457318.78688,2015-10-23.2877921,be,1.51,15.431,11.804,0.009,72.809,0.553,V
2457318.78816,2015-10-23.2890783,be,1.51,15.457,11.791,0.008,73.727,0.538,V
2457318.78945,2015-10-23.2903672,be,1.50,15.459,11.808,0.008,72.544,0.533,V
2457322.79945,2015-10-27.3002943,be,1.53,15.204,11.771,0.010,75.092,0.684,V
2457322.80074,2015-10-27.3015813,be,1.60,15.132,11.785,0.011,74.115,0.723,V
2457322.80204,2015-10-27.3028813,be,1.59,15.007,11.798,0.012,73.210,0.810,V
2457325.83271,2015-10-30.3335045,be,1.49,15.392,11.770,0.008,75.142,0.570,V
2457325.83400,2015-10-30.3347943,be,1.51,15.363,11.763,0.009,75.626,0.588,V
2457325.83529,2015-10-30.3360787,be,1.53,15.381,11.768,0.008,75.255,0.573,V
2457331.81306,2015-11-05.3137430,be,1.58,15.425,11.735,0.007,77.603,0.546,V
2457331.81436,2015-11-05.3150358,be,1.55,15.428,11.748,0.007,76.657,0.548,V
2457331.81564,2015-11-05.3163193,be,1.53,15.434,11.746,0.007,76.818,0.545,V
2457334.81111,2015-11-08.3117321,be,1.46,15.450,11.773,0.007,74.951,0.537,V
2457334.81240,2015-11-08.3130199,be,1.47,15.470,11.785,0.008,74.117,0.536,V
2457334.81368,2015-11-08.3143031,be,1.49,15.456,11.785,0.007,74.150,0.524,V
2457339.81064,2015-11-13.3111623,be,1.56,15.441,11.750,0.007,76.532,0.542,V
2457339.81193,2015-11-13.3124461,be,1.61,15.421,11.761,0.007,75.758,0.546,V
2457339.81321,2015-11-13.3137277,be,1.54,15.446,11.772,0.008,75.020,0.544,V
2457345.70961,2015-11-19.2100094,be,2.33,15.359,11.754,0.009,76.276,0.602,V
2457345.71091,2015-11-19.2113063,be,2.39,15.382,11.775,0.009,74.784,0.594,V
2457345.71220,2015-11-19.2125954,be,2.39,15.390,11.773,0.009,74.952,0.574,V
2457347.69916,2015-11-21.1995091,be,1.61,15.377,11.756,0.008,76.120,0.576,V
2457347.70045,2015-11-21.2007988,be,1.63,15.365,11.763,0.008,75.669,0.578,V
2457347.70173,2015-11-21.2020841,be,1.61,15.336,11.758,0.008,76.006,0.592,V
2457355.84158,2015-11-29.3417554,be,1.48,15.413,11.755,0.007,76.252,0.552,V
2457355.84287,2015-11-29.3430408,be,1.48,15.379,11.757,0.009,76.044,0.583,V
2457355.84415,2015-11-29.3443146,be,1.48,15.381,11.753,0.009,76.353,0.597,V
2457359.80279,2015-12-03.3028752,be,1.41,14.799,11.773,0.014,74.965,0.974,V
2457359.80408,2015-12-03.3041641,be,1.41,14.578,11.709,0.019,79.480,1.348,V
2457360.82517,2015-12-04.3252359,be,1.39,14.844,11.764,0.014,75.528,0.937,V
2457360.82645,2015-12-04.3265076,be,1.45,15.055,11.757,0.011,76.045,0.770,V
2457360.82774,2015-12-04.3278012,be,1.47,15.211,11.749,0.010,76.677,0.669,V
2457361.75031,2015-12-05.2503452,be,1.59,15.439,11.779,0.008,74.547,0.545,V
2457361.75158,2015-12-05.2516172,be,1.61,15.460,11.787,0.007,73.973,0.534,V
2457361.75290,2015-12-05.2529333,be,1.63,15.447,11.781,0.007,74.357,0.539,V
2457364.77588,2015-12-08.2758481,be,1.40,15.459,11.763,0.007,75.684,0.530,V
2457364.77717,2015-12-08.2771399,be,1.44,15.460,11.782,0.007,74.340,0.528,V
2457364.77846,2015-12-08.2784284,be,1.42,15.469,11.758,0.008,75.963,0.536,V
2457370.72164,2015-12-14.2214763,be,1.47,15.484,11.798,0.007,73.184,0.519,V
2457370.72293,2015-12-14.2227668,be,1.48,15.472,11.791,0.008,73.695,0.530,V
2457370.72422,2015-12-14.2240508,be,1.46,15.485,11.790,0.007,73.714,0.523,V
2457372.64726,2015-12-16.1470553,be,1.80,15.205,11.761,0.010,75.820,0.677,V
2457372.64854,2015-12-16.1483335,be,1.86,15.105,11.755,0.011,76.183,0.736,V
2457372.64983,2015-12-16.1496244,be,2.00,15.050,11.753,0.011,76.349,0.779,V
2457373.82232,2015-12-17.3220876,be,1.62,15.460,11.785,0.007,74.087,0.534,V
2457373.82360,2015-12-17.3233672,be,1.65,15.462,11.779,0.008,74.514,0.537,V
2457373.82488,2015-12-17.3246420,be,1.66,15.452,11.796,0.007,73.384,0.527,V
2457374.64145,2015-12-18.1411921,be,1.53,15.425,11.773,0.008,74.948,0.539,V
2457374.64273,2015-12-18.1424789,be,1.51,15.447,11.780,0.007,74.467,0.528,V
2457374.64401,2015-12-18.1437530,be,1.58,15.441,11.776,0.008,74.675,0.544,V
2457376.78561,2015-12-20.2853050,be,1.58,15.451,11.762,0.007,75.712,0.533,V
2457376.78688,2015-12-20.2865805,be,1.60,15.433,11.754,0.008,76.208,0.554,V
2457376.78817,2015-12-20.2878695,be,1.57,15.460,11.771,0.007,75.106,0.530,V
2457377.73269,2015-12-21.2323646,be,1.49,15.395,11.769,0.008,75.199,0.563,V
2457377.73396,2015-12-21.2336400,be,1.60,15.419,11.782,0.009,74.307,0.562,V
2457377.73525,2015-12-21.2349298,be,1.58,15.412,11.781,0.009,74.391,0.563,V
2457379.74119,2015-12-23.2408303,be,1.51,15.371,11.752,0.008,76.403,0.580,V
2457379.74248,2015-12-23.2421188,be,1.52,15.319,11.747,0.008,76.776,0.599,V
2457379.74377,2015-12-23.2434027,be,1.59,15.401,11.763,0.008,75.670,0.557,V
2457380.66856,2015-12-24.1681773,be,1.48,15.308,11.757,0.009,76.076,0.618,V
2457380.66985,2015-12-24.1694662,be,1.49,15.305,11.766,0.008,75.386,0.610,V
2457380.67114,2015-12-24.1707530,be,1.46,15.300,11.774,0.009,74.885,0.618,V
2457384.73913,2015-12-28.2386546,be,1.49,15.344,11.768,0.009,75.260,0.601,V
2457384.74043,2015-12-28.2399524,be,1.47,15.343,11.765,0.009,75.506,0.602,V
2457384.74170,2015-12-28.2412309,be,1.56,15.373,11.749,0.008,76.585,0.578,V
2457387.72383,2015-12-31.2232950,be,1.50,15.424,11.755,0.007,76.218,0.550,V
2457387.72516,2015-12-31.2246259,be,1.48,15.417,11.766,0.008,75.389,0.548,V
2457387.72644,2015-12-31.2259091,be,1.50,15.420,11.764,0.007,75.580,0.546,V
2457390.79582,2016-01-03.2952271,be,1.49,15.456,11.784,0.007,74.242,0.534,V
2457390.79710,2016-01-03.2965035,be,1.43,15.453,11.774,0.007,74.846,0.527,V
2457390.79840,2016-01-03.2977971,be,1.47,15.452,11.793,0.007,73.534,0.536,V
2457395.69094,2016-01-08.1902443,be,1.63,15.429,11.777,0.008,74.643,0.544,V
2457395.69222,2016-01-08.1915296,be,1.70,15.437,11.759,0.008,75.915,0.547,V
2457395.69350,2016-01-08.1928083,be,1.65,15.437,11.762,0.007,75.651,0.536,V
2457396.59420,2016-01-09.0934861,be,1.47,15.420,11.747,0.008,76.744,0.555,V
2457396.59548,2016-01-09.0947650,be,1.49,15.442,11.776,0.007,74.733,0.542,V
2457396.59676,2016-01-09.0960535,be,1.44,15.447,11.761,0.008,75.742,0.544,V
2457398.77787,2016-01-11.2771248,be,1.47,15.458,11.788,0.007,73.907,0.535,V
2457398.77915,2016-01-11.2784004,be,1.54,15.459,11.787,0.007,74.001,0.533,V
2457398.78045,2016-01-11.2796968,be,1.47,15.453,11.789,0.007,73.790,0.532,V
2457399.54710,2016-01-12.0463402,be,1.50,15.437,11.778,0.007,74.602,0.545,V
2457399.54838,2016-01-12.0476187,be,1.51,15.425,11.768,0.007,75.327,0.550,V
2457399.54973,2016-01-12.0489660,be,1.50,15.416,11.765,0.008,75.510,0.553,V
2457400.58996,2016-01-13.0891762,be,1.53,15.376,11.759,0.008,75.917,0.566,V
2457400.59125,2016-01-13.0904626,be,1.48,15.387,11.764,0.008,75.563,0.572,V
2457400.59252,2016-01-13.0917388,be,1.43,15.296,11.770,0.008,75.137,0.609,V
2457403.83490,2016-01-16.3340556,be,1.46,15.449,11.775,0.007,74.786,0.539,V
2457404.74710,2016-01-17.2462439,be,1.46,15.435,11.766,0.007,75.445,0.541,V
2457404.74839,2016-01-17.2475313,be,1.47,15.458,11.759,0.007,75.914,0.525,V
2457404.74968,2016-01-17.2488209,be,1.52,15.430,11.751,0.007,76.411,0.535,V
2457405.72744,2016-01-18.2265675,be,1.44,15.443,11.772,0.007,75.012,0.539,V
2457405.72873,2016-01-18.2278560,be,1.47,15.437,11.779,0.007,74.516,0.536,V
2457405.73000,2016-01-18.2291313,be,1.48,15.463,11.790,0.007,73.806,0.525,V
2457407.79303,2016-01-20.2921299,be,1.71,15.406,11.762,0.008,75.678,0.557,V
2457408.78787,2016-01-21.2869512,be,1.69,15.298,11.754,0.009,76.261,0.629,V
2457408.78916,2016-01-21.2882391,be,1.60,15.331,11.754,0.008,76.283,0.599,V
2457408.79045,2016-01-21.2895239,be,1.61,15.323,11.745,0.009,76.881,0.611,V
2457409.72233,2016-01-22.2213966,be,1.61,15.265,11.766,0.009,75.483,0.631,V
2457409.72362,2016-01-22.2226822,be,1.59,15.309,11.766,0.008,75.366,0.610,V
2457409.72491,2016-01-22.2239684,be,1.66,15.250,11.776,0.010,74.696,0.651,V
2457410.68431,2016-01-23.1833606,be,1.76,15.220,11.774,0.009,74.872,0.647,V
2457410.68559,2016-01-23.1846391,be,1.71,15.314,11.781,0.009,74.389,0.613,V
2457410.68687,2016-01-23.1859211,be,1.77,15.228,11.770,0.009,75.160,0.641,V
2457415.79943,2016-01-28.2984031,be,1.46,15.311,11.775,0.009,74.774,0.613,V
2457415.80072,2016-01-28.2996962,be,1.51,15.360,11.764,0.008,75.561,0.574,V
2457415.80200,2016-01-28.3009799,be,1.47,15.290,11.751,0.008,76.469,0.611,V
2457416.75730,2016-01-29.2562614,be,1.51,15.383,11.744,0.008,76.964,0.574,V
2457416.75858,2016-01-29.2575418,be,1.43,15.357,11.756,0.008,76.145,0.574,V
2457416.75989,2016-01-29.2588524,be,1.51,15.352,11.744,0.008,76.987,0.583,V
2457420.78686,2016-02-02.2857664,be,1.50,15.395,11.742,0.008,77.163,0.561,V
2457421.82799,2016-02-03.3268937,be,1.55,15.368,11.776,0.008,74.742,0.563,V
2457423.83219,2016-02-05.3310678,be,1.46,15.154,11.762,0.010,75.720,0.695,V
2457423.83313,2016-02-05.3320064,be,1.48,15.167,11.764,0.009,75.596,0.681,V
2457423.83408,2016-02-05.3329590,be,1.45,15.181,11.781,0.009,74.371,0.679,V
2457424.67389,2016-02-06.1727563,be,1.44,15.431,11.739,0.007,77.363,0.542,V
2457424.67519,2016-02-06.1740552,be,1.52,15.440,11.743,0.007,77.044,0.546,V
2457424.67648,2016-02-06.1753416,be,1.50,15.430,11.738,0.007,77.421,0.547,V
2457425.62599,2016-02-07.1248438,be,1.49,15.456,11.773,0.007,74.911,0.531,V
2457425.62728,2016-02-07.1261302,be,1.44,15.442,11.764,0.007,75.613,0.538,V
2457425.62855,2016-02-07.1274093,be,1.49,15.440,11.770,0.007,75.156,0.540,V
2457426.58470,2016-02-08.0835461,be,1.46,15.421,11.778,0.008,74.634,0.544,V
2457426.58598,2016-02-08.0848313,be,1.50,15.437,11.781,0.007,74.375,0.540,V
2457426.58729,2016-02-08.0861329,be,1.49,15.445,11.769,0.008,75.213,0.546,V
2457427.54510,2016-02-09.0439385,be,1.53,15.445,11.779,0.008,74.516,0.546,V
2457427.54639,2016-02-09.0452255,be,1.49,15.448,11.770,0.007,75.129,0.534,V
2457427.54768,2016-02-09.0465112,be,1.51,15.460,11.787,0.007,74.016,0.521,V
2457428.53260,2016-02-10.0314339,be,1.45,15.419,11.741,0.007,77.170,0.545,V
2457428.53389,2016-02-10.0327225,be,1.49,15.413,11.731,0.007,77.844,0.557,V
2457428.53518,2016-02-10.0340087,be,1.50,15.424,11.746,0.007,76.819,0.546,V
2457429.62880,2016-02-11.1276171,be,1.57,15.420,11.766,0.009,75.385,0.560,V
2457429.63010,2016-02-11.1289146,be,1.66,15.432,11.763,0.008,75.632,0.550,V
2457429.63137,2016-02-11.1301895,be,1.59,15.443,11.777,0.007,74.689,0.534,V
2457430.58289,2016-02-12.0817030,be,1.49,15.228,11.789,0.010,73.868,0.667,V
2457430.58418,2016-02-12.0829923,be,1.46,14.898,11.773,0.013,74.960,0.884,V
2457430.58547,2016-02-12.0842781,be,1.46,14.756,11.802,0.015,72.947,0.994,V
2457431.56045,2016-02-13.0592479,be,1.69,15.449,11.774,0.007,74.870,0.539,V
2457431.56172,2016-02-13.0605243,be,1.64,15.402,11.768,0.008,75.318,0.562,V
2457431.56300,2016-02-13.0617988,be,1.54,15.392,11.768,0.008,75.266,0.564,V
2457433.64648,2016-02-15.1452621,be,1.62,15.417,11.756,0.007,76.066,0.548,V
2457433.64775,2016-02-15.1465388,be,1.67,15.410,11.763,0.008,75.679,0.558,V
2457433.64904,2016-02-15.1478275,be,1.69,15.410,11.761,0.008,75.720,0.550,V
2457434.64574,2016-02-16.1445174,be,1.58,15.431,11.793,0.008,73.592,0.537,V
2457434.64703,2016-02-16.1458054,be,1.64,15.410,11.780,0.008,74.479,0.551,V
2457434.64831,2016-02-16.1470915,be,1.59,15.396,11.779,0.008,74.537,0.563,V
2457435.64121,2016-02-17.1399793,be,1.67,15.390,11.757,0.008,76.065,0.567,V
2457435.64249,2016-02-17.1412657,be,1.65,15.395,11.753,0.008,76.334,0.568,V
2457435.64378,2016-02-17.1425528,be,1.78,15.382,11.756,0.008,76.101,0.572,V
2457437.58957,2016-02-19.0883271,be,1.52,15.357,11.761,0.008,75.782,0.582,V
2457437.59086,2016-02-19.0896237,be,1.45,15.396,11.766,0.009,75.377,0.570,V
2457437.59214,2016-02-19.0908991,be,1.46,15.383,11.767,0.008,75.392,0.574,V
2457438.69838,2016-02-20.1971350,be,1.51,15.329,11.785,0.009,74.088,0.606,V
2457438.69967,2016-02-20.1984211,be,1.54,15.347,11.787,0.008,73.974,0.584,V
2457438.70096,2016-02-20.1997082,be,1.53,15.344,11.782,0.008,74.286,0.593,V
2457439.75897,2016-02-21.2577135,be,1.49,15.224,11.742,0.010,77.090,0.678,V
2457439.76025,2016-02-21.2589917,be,1.52,15.221,11.764,0.009,75.535,0.658,V
2457439.76152,2016-02-21.2602675,be,1.53,15.278,11.740,0.009,77.230,0.636,V
2457442.77859,2016-02-24.2773277,be,1.48,15.253,11.794,0.009,73.494,0.640,V
2457442.77988,2016-02-24.2786086,be,1.56,15.181,11.794,0.010,73.520,0.676,V
2457442.78116,2016-02-24.2798943,be,1.54,15.150,11.787,0.011,73.950,0.705,V
2457446.76524,2016-02-28.2639600,be,1.48,15.388,11.786,0.009,74.086,0.575,V
2457446.76652,2016-02-28.2652361,be,1.48,15.350,11.783,0.008,74.263,0.568,V
2457446.76779,2016-02-28.2665164,be,1.48,15.360,11.786,0.008,74.045,0.578,V
2457448.76340,2016-03-01.2621179,be,1.48,15.357,11.726,0.008,78.283,0.582,V
2457448.76467,2016-03-01.2633922,be,1.46,15.361,11.736,0.008,77.490,0.580,V
2457448.76596,2016-03-01.2646776,be,1.49,15.361,11.741,0.008,77.154,0.584,V
2457449.63497,2016-03-02.1336836,bh,1.31,99.990,99.990,99.990,99.990,99.990,V
2457449.63625,2016-03-02.1349666,bh,1.38,99.990,99.990,99.990,99.990,99.990,V
2457449.63753,2016-03-02.1362465,bh,1.37,99.990,99.990,99.990,99.990,99.990,V
2457451.58602,2016-03-04.0847341,be,1.52,15.442,11.743,0.007,77.044,0.543,V
2457451.58730,2016-03-04.0860135,be,1.50,15.407,11.723,0.008,78.475,0.568,V
2457451.58858,2016-03-04.0872929,be,1.49,15.430,11.736,0.007,77.537,0.540,V
2457452.50265,2016-03-05.0013684,be,1.48,15.286,11.725,0.009,78.341,0.630,V
2457452.50393,2016-03-05.0026401,be,1.44,15.302,11.738,0.009,77.415,0.618,V
2457452.50522,2016-03-05.0039303,be,1.47,15.360,11.741,0.008,77.168,0.586,V
2457457.62351,2016-03-10.1222317,be,1.47,15.426,11.789,0.008,73.878,0.541,V
2457457.62480,2016-03-10.1235206,be,1.53,15.432,11.803,0.008,72.895,0.543,V
2457457.62609,2016-03-10.1248104,be,1.48,15.452,11.791,0.007,73.668,0.532,V
2457459.54740,2016-03-12.0461194,be,1.53,15.328,11.709,0.009,79.480,0.654,V
2457459.54868,2016-03-12.0474064,be,1.52,15.354,11.748,0.009,76.711,0.620,V
2457459.54997,2016-03-12.0486922,be,1.53,15.244,11.724,0.010,78.400,0.769,V
2457462.65199,2016-03-15.1507248,be,1.52,15.421,11.780,0.008,74.466,0.546,V
2457462.65328,2016-03-15.1520109,be,1.58,15.442,11.792,0.008,73.646,0.538,V
2457462.65455,2016-03-15.1532843,be,1.50,15.439,11.776,0.008,74.736,0.545,V
2457463.65960,2016-03-16.1583405,bh,1.42,15.377,11.701,0.008,80.087,0.578,V
2457463.66089,2016-03-16.1596350,bh,1.36,15.315,11.714,0.009,79.132,0.636,V
2457463.66219,2016-03-16.1609288,bh,1.36,14.992,11.725,0.012,78.330,0.812,V
2457464.52470,2016-03-17.0234391,be,2.02,14.588,11.719,0.017,78.802,1.173,V
2457464.52599,2016-03-17.0247309,be,2.05,14.598,11.747,0.017,76.760,1.182,V
2457465.70430,2016-03-18.2030482,be,1.49,15.331,11.815,0.009,72.045,0.593,V
2457465.70559,2016-03-18.2043376,be,1.50,15.329,11.812,0.009,72.329,0.601,V
2457465.70688,2016-03-18.2056202,be,1.47,15.338,11.809,0.008,72.446,0.591,V
2457467.58067,2016-03-20.0794239,be,1.64,15.332,11.712,0.008,79.231,0.600,V
2457467.58195,2016-03-20.0807096,be,1.61,15.344,11.721,0.008,78.582,0.588,V
2457467.58325,2016-03-20.0820031,be,1.60,15.316,11.709,0.008,79.460,0.604,V
2457469.70022,2016-03-22.1989884,be,1.55,15.117,11.799,0.011,73.131,0.723,V
2457469.70152,2016-03-22.2002886,be,1.48,15.095,11.785,0.011,74.121,0.745,V
2457469.70281,2016-03-22.2015774,be,1.53,14.994,11.788,0.011,73.944,0.801,V
2457470.66177,2016-03-23.1605405,be,1.63,15.109,11.781,0.010,74.396,0.725,V
2457470.66307,2016-03-23.1618390,be,1.69,15.218,11.796,0.010,73.404,0.661,V
2457470.66435,2016-03-23.1631260,be,1.68,15.220,11.785,0.009,74.088,0.658,V
2457473.69660,2016-03-26.1954033,bh,1.42,15.368,11.798,0.009,73.257,0.591,V
2457473.69789,2016-03-26.1966903,bh,1.34,15.346,11.781,0.009,74.394,0.601,V
2457473.69919,2016-03-26.1979887,bh,1.34,15.301,11.775,0.009,74.742,0.630,V
2457475.67132,2016-03-28.1701364,be,1.59,15.287,11.726,0.009,78.309,0.636,V
2457475.67262,2016-03-28.1714277,be,1.66,15.289,11.739,0.009,77.312,0.632,V
2457475.67390,2016-03-28.1727148,be,1.71,15.325,11.732,0.009,77.809,0.614,V
2457477.56870,2016-03-30.0675299,be,1.57,15.439,11.799,0.008,73.203,0.538,V
2457477.57000,2016-03-30.068825,be,1.56,15.433,11.806,0.008,72.671,0.544,V
2457477.57127,2016-03-30.0701025,be,1.50,15.437,11.809,0.008,72.502,0.540,V
2457481.67414,2016-04-03.1730076,be,1.49,15.393,11.788,0.008,73.885,0.565,V
2457481.67542,2016-04-03.1742943,be,1.43,15.405,11.798,0.009,73.253,0.565,V
2457481.67671,2016-04-03.1755810,be,1.48,15.374,11.794,0.009,73.506,0.583,V
2457485.60835,2016-04-07.1072678,be,1.47,15.397,11.762,0.008,75.689,0.557,V
2457485.60964,2016-04-07.1085554,be,1.52,15.432,11.785,0.008,74.128,0.546,V
2457485.61093,2016-04-07.1098453,be,1.48,15.420,11.789,0.008,73.830,0.547,V
2457526.52806,2016-05-18.0276856,be,1.52,15.306,11.734,0.009,77.697,0.622,V
2457526.52935,2016-05-18.0289726,be,1.55,15.301,11.748,0.008,76.662,0.606,V
2457526.53064,2016-05-18.0302603,be,1.57,15.294,11.758,0.009,76.004,0.623,V
2457530.53260,2016-05-22.0323114,be,1.54,15.211,11.742,0.009,77.067,0.667,V
2457530.53395,2016-05-22.0336569,be,1.50,15.224,11.765,0.010,75.482,0.676,V
2457530.53525,2016-05-22.0349569,be,1.61,15.224,11.733,0.010,77.780,0.670,V
2457546.46595,2016-06-06.9660017,be,1.53,15.386,11.726,0.007,78.274,0.563,V
2457546.46724,2016-06-06.9672997,be,1.55,15.414,11.750,0.007,76.578,0.547,V
2457546.46854,2016-06-06.9685996,be,1.52,15.392,11.751,0.008,76.473,0.566,V
2457548.45011,2016-06-08.9502097,be,2.22,15.349,11.790,0.009,73.748,0.596,V
2457548.45140,2016-06-08.9514967,be,2.22,15.346,11.760,0.008,75.796,0.590,V
2457548.45269,2016-06-08.9527888,be,2.21,15.352,11.769,0.009,75.242,0.597,V
2457556.45426,2016-06-16.9545324,be,1.51,14.355,11.785,0.022,74.121,1.463,V
2457556.45554,2016-06-16.9558131,be,1.50,14.639,11.826,0.017,71.360,1.109,V
2457556.45684,2016-06-16.9571089,be,1.47,14.465,11.734,0.020,77.687,1.393,V
2457557.45037,2016-06-17.9506671,be,1.55,15.133,11.735,0.011,77.578,0.719,V
2457557.45167,2016-06-17.9519663,be,1.46,15.201,11.744,0.010,77.002,0.680,V
2457557.45296,2016-06-17.9532543,be,1.47,15.307,11.757,0.008,76.042,0.603,V
2457623.92774,2016-08-23.4290225,be,2.07,15.124,11.728,0.011,78.087,0.743,V
2457625.92453,2016-08-25.4258142,be,1.47,15.259,11.759,0.009,75.944,0.637,V
2457625.92581,2016-08-25.4271040,be,1.50,15.276,11.773,0.009,74.975,0.625,V
2457629.91555,2016-08-29.4168568,be,1.50,15.387,11.783,0.008,74.254,0.564,V
2457629.91685,2016-08-29.4181527,be,1.48,15.424,11.786,0.008,74.064,0.543,V
2457629.91814,2016-08-29.4194440,be,1.51,15.359,11.782,0.008,74.322,0.580,V
2457631.91235,2016-08-31.4136555,be,1.45,15.394,11.719,0.008,78.773,0.572,V
2457631.91363,2016-08-31.4149434,be,1.52,15.360,11.708,0.008,79.574,0.580,V
2457631.91493,2016-08-31.4162347,be,1.49,15.369,11.716,0.008,78.964,0.577,V
2457632.90507,2016-09-01.4063768,be,1.54,15.394,11.743,0.009,77.028,0.578,V
2457632.90637,2016-09-01.4076763,be,1.57,15.383,11.744,0.008,76.968,0.569,V
2457632.90767,2016-09-01.4089745,be,1.55,15.365,11.756,0.008,76.101,0.579,V
2457635.89816,2016-09-04.3994724,be,1.72,15.371,11.732,0.008,77.874,0.579,V
2457635.89945,2016-09-04.4007567,be,1.61,15.359,11.727,0.008,78.198,0.578,V
2457635.90074,2016-09-04.4020561,be,1.61,15.373,11.709,0.008,79.539,0.595,V
2457637.89879,2016-09-06.4001008,be,1.72,15.402,11.786,0.008,74.036,0.563,V
2457637.90008,2016-09-06.4013868,be,1.67,15.390,11.773,0.008,74.951,0.557,V
2457637.90137,2016-09-06.4026840,be,1.73,15.400,11.800,0.008,73.122,0.559,V
2457640.89207,2016-09-09.3933797,be,1.49,15.389,11.741,0.008,77.115,0.565,V
2457640.89336,2016-09-09.3946724,be,1.47,15.373,11.751,0.008,76.505,0.573,V
2457640.89465,2016-09-09.3959561,be,1.43,15.342,11.749,0.009,76.614,0.598,V
2457644.90540,2016-09-13.4066971,be,1.53,14.817,11.716,0.014,78.961,0.955,V
2457644.90668,2016-09-13.4079844,be,1.53,14.785,11.737,0.014,77.424,0.975,V
2457644.90798,2016-09-13.4092815,be,1.52,14.823,11.766,0.014,75.410,0.942,V
2457647.87875,2016-09-16.3800407,be,1.57,15.235,11.721,0.009,78.668,0.654,V
2457647.88005,2016-09-16.3813342,be,1.63,15.174,11.721,0.010,78.619,0.691,V
2457647.88134,2016-09-16.3826278,be,1.59,15.187,11.733,0.010,77.779,0.693,V
2457650.87584,2016-09-19.3771174,be,1.44,15.313,11.714,0.009,79.100,0.624,V
2457650.87712,2016-09-19.3783943,be,1.50,15.314,11.738,0.008,77.358,0.605,V
2457650.87841,2016-09-19.3796829,be,1.47,15.272,11.720,0.008,78.685,0.625,V
2457655.85604,2016-09-24.3572866,be,1.47,15.381,11.732,0.009,77.850,0.585,V
2457655.85733,2016-09-24.3585774,be,1.46,15.381,11.725,0.007,78.322,0.571,V
2457655.85863,2016-09-24.3598718,be,1.48,15.381,11.724,0.007,78.435,0.567,V
2457658.86500,2016-09-27.3662188,be,1.51,15.377,11.721,0.008,78.581,0.573,V
2457659.84591,2016-09-28.3471202,be,1.50,15.391,11.731,0.007,77.889,0.564,V
2457659.84719,2016-09-28.3484099,be,1.58,15.390,11.721,0.007,78.611,0.561,V
2457659.84849,2016-09-28.3497006,be,1.45,15.397,11.720,0.007,78.652,0.559,V
2457662.83545,2016-10-01.3366375,be,1.57,15.327,11.707,0.008,79.599,0.603,V
2457662.83674,2016-10-01.3379290,be,1.52,15.370,11.713,0.007,79.186,0.576,V
2457662.83804,2016-10-01.3392232,be,1.53,15.349,11.714,0.008,79.091,0.586,V
2457666.84501,2016-10-05.3461599,be,1.50,15.343,11.733,0.008,77.733,0.583,V
2457666.84631,2016-10-05.3474530,be,1.49,15.324,11.722,0.009,78.603,0.614,V
2457666.84761,2016-10-05.3487528,be,1.48,15.148,11.710,0.010,79.432,0.723,V
